word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
acre,acre,'eikә,"n. a unit of area (4840 square yards) used in English-speaking countries
n. a territory of western Brazil bordering on Bolivia and Peru
n. a town and port in northwestern Israel in the eastern Mediterranean",n. 英亩,,3,0,gk cet4 ky toefl,3286,0,acre
across,across,ә'krɒs,"r. to the opposite side
r. transversely","prep. 越过, 穿过, 与...相交叉, 在...的对面
adv. 交叉, 到另一边, 在对面, 成十字",i:91/r:9,5,1,zk gk,448,377,across
act,act,ækt,"n. a legal document codifying the result of deliberations of a committee or society or legislative body
n. something that people do or cause to happen
n. a subdivision of a play or opera or ballet
n. a short theatrical performance that is part of a longer program","n. 行动, 行为, 幕, 法案
vi. 行动, 表演, 假装, 见效, 表现, 担当
vt. 扮演, 装作
[计] 先进通信技术, 先进计算机工艺, 自动代码翻译技术",n:43/v:57,5,1,zk gk cet4 ky,371,837,act
action,action,'ækʃәn,"n. something done (usually as opposed to something said)
n. the state of being active
n. the series of events that form a plot
n. the trait of being active and energetic and forceful","n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼
vt. 对...起诉
[计] 方式",n:100,5,1,zk gk cet4 cet6 ky toefl ielts,340,502,action
active,active,'æktiv,"n. a person who is a participating member of an organization
a. tending to become more severe or wider in scope
s. engaged in or ready for military or naval operations
a. disposed to take action or effectuate change","a. 活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的
n. 主动语态, 积极分子",j:99/n:1,4,1,zk gk cet4 ky toefl,1316,1444,active
activity,activity,æk'tiviti,"n. any specific behavior
n. (chemistry) the capacity of a substance to take part in a chemical reaction","n. 活动, 行动, 活跃, 活力
[计] 活动",n:100,4,1,zk gk cet4 ky ielts,412,537,activity
actor,actor,'æktә,"n. a theatrical performer
n. a person who acts and gets things done","n. 男演员, 行动者
[医] 作用物, 反应物",n:100,3,1,gk cet4 ky ielts,2390,1497,actor
actress,actress,'æktris,n. a female actor,n. 女演员,n:100,3,0,gk cet4 ky,4829,3236,actress
actual,actual,'æktʃuәl,"a. presently existing in fact and not merely potential or possible
s. taking place in reality; not pretended or imitated
s. being or reflecting the essential or genuine character of something
s. existing in act or fact","a. 真实的, 实际的, 现行的
[医] 实际死亡率",j:100,3,1,gk cet4 ky toefl,1396,1739,actual
acute,acute,ә'kju:t,"a. having or experiencing a rapid onset and short but severe course
s. extremely sharp or intense
s. having or demonstrating ability to recognize or draw fine distinctions
a. of an angle; less than 90 degrees","a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的
[医] 急性的; 尖锐的",j:100,2,0,gk cet4 cet6 ky toefl ielts gre,3249,5255,acute
adapt,adapt,ә'dæpt,"v. make fit for, or change to suit a new purpose","vt. 使适应, 改编
vi. 适应",v:100,2,1,gk cet4 cet6 ky toefl ielts gre,2816,2933,adapt
adaptation,adaptation,.ædæp'teiʃәn,"n. a written work (as a novel) that has been recast in a new form
n. the process of adapting to something (such as environmental conditions)
n. (physiology) the responsive adjustment of a sense organ (as the eye) to varying conditions (as of light)","n. 适应, 改编, 改编本
[医] 适应[作用]",n:100,1,0,gk toefl,5438,5196,adaptation
add,add,æd,"v. make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of
v. state or say further
v. make an addition by combining numbers
v. constitute an addition","vt. 增加, 添加, 附带说明, 计算...总和
vi. 做加法, 积累而成, 增添
[计] 加法",v:100,5,1,zk gk cet4 ky,330,340,add
addicted,addicted,ә'diktid,a. compulsively or physiologically dependent on something habit-forming,"a. 沉溺于...的, 无法摆脱(某种嗜好)的
[法] 嗜, 好, 惯于",j:100,0,0,gk toefl,41488,23549,addicted
addition,addition,ә'diʃәn,"n. a component that is added to something to improve it
n. the act of adding one thing to another
n. a quantity that is added
n. a suburban area laid out in streets and lots for a future residential area","n. 加法, 增加的人(或物)
[计] 加法",i:71/n:29,4,1,gk cet4 cet6 ky ielts gre,2841,2048,addition
address,address,ә'dres,"n. (computer science) the code that identifies where a piece of information is stored
n. the place where a person or organization can be found or communicated with
n. the act of delivering a formal spoken communication to an audience
n. the manner of speaking to another individual","n. 住址, 演说, 举止, 灵巧, 求爱
vt. 发表(演说或讲话), 对付, 写地址
[计] 地址, 寻址",n:33/v:67,4,1,zk gk cet4 cet6 ky toefl ielts gre,1522,1028,address
adequate,adequate,'ædikwәt,"a. having the requisite qualities or resources to meet a task
s. sufficient for the purpose
s. about average; acceptable","a. 适当的, 足够的
[法] 胜任的, 适当的, 充分的",j:100,3,1,gk cet4 cet6 ky toefl ielts gre,2398,3297,adequate
adjust,adjust,ә'dʒʌst,"v. alter or regulate so as to achieve accuracy or conform to a standard
v. adapt or conform oneself to new or different conditions
v. make correspondent or conformable
v. decide how much is to be paid on an insurance claim","vt. 调整, 使适应于, 校准
vi. 适应于, 被调节, 相互熟悉而适应",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,2811,2300,adjust
adjustment,adjustment,ә'dʒʌstmәnt,"n. making or becoming suitable; adjusting to circumstances
n. the act of adjusting something to match a standard","n. 调整, 调节, 校正
[化] 调节",n:100,0,0,gk toefl,3424,3121,adjustment
administration,administration,әd.mini'streiʃәn,"n. a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)
n. the persons (or committees or departments etc.) who make up a body for the purpose of administering something
n. the act of administering medication
n. the act of meting out justice according to the law","n. 行政, 管理, 政府机关
[化] 给药",n:100,4,0,gk cet4 cet6 ky toefl ielts,1383,635,administration
admirable,admirable,'ædmәrәbl,"s. deserving of the highest esteem or admiration
s. inspiring admiration or approval","a. 可钦佩的, 极好的, 令人惊奇的",j:100,2,0,gk toefl,8547,10469,admirable
admire,admire,әd'maiә,"v. feel admiration for
v. look at with admiration","vt. 赞美, 钦佩, 爱慕
vi. 称赞, 惊奇",v:100,3,1,gk cet4 ky toefl gre,3283,3277,admire
admission,admission,әd'miʃәn,"n. the act of admitting someone to enter
n. an acknowledgment of the truth of something","n. 准许进入, 入场费, 录用, 承认
[经] 加入, 入股",n:100,2,0,gk cet4 cet6 ky toefl ielts gre,2768,3031,admission
admit,admit,әd'mit,"v. declare to be true or admit the existence or reality or truth of
v. allow to enter; grant entry to
v. allow participation in or the right to be part of; permit to exercise the rights, functions, and responsibilities of
v. afford possibility","vt. 承认, 接受, 允许进入, 容许
vi. 开向, 容许, 承认",v:100,4,1,gk cet4 ky toefl,887,1089,admit
adolescence,adolescence,.ædәu'lesәns,"n. the time period between the beginning of puberty and adulthood
n. in the state that someone is in between puberty and adulthood","n. 青春期
[医] 青年期, 青春期",n:100,1,0,gk ielts,8812,6897,adolescence
adolescent,adolescent,.ædәu'lesәnt,"n. a juvenile between the onset of puberty and maturity
a. relating to or peculiar to or suggestive of an adolescent
s. being of the age 13 through 19
s. displaying or suggesting a lack of maturity","a. 青春期的, 青少年的
n. 青少年",j:34/n:66,2,0,gk cet6 ky toefl gre,8678,3386,adolescent
adopt,adopt,ә'dɒpt,"v. choose and follow; as of theories, ideas, policies, strategies or plans
v. take up and practice as one's own
v. take into one's family","vt. 采用, 正式通过, 收养, 接受
[医] 采取",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1157,1632,adopt
adore,adore,ә'dɒ:,v. love intensely,"vt. 崇拜, 爱慕, 喜爱
vi. 崇拜, 爱慕",v:100,2,0,gk cet6 ky toefl ielts gre,8708,7705,adore
adult,adult,'ædʌlt,"n. a fully developed person from maturity onward
n. any mature animal
s. (of animals) fully developed","n. 成人, 成虫
a. 成年的, 成熟的",j:6/n:94,4,1,gk cet4 ky ielts,1236,969,adult
advance,advance,әd'vɑ:ns,"n. an amount paid before it is earned
n. increase in price or value
v. move forward, also in the metaphorical sense
v. bring forward for consideration or acceptance","n. 前进, 进展, 行过的路程
vi. 前进, 进展, 提高, 上涨
vt. 使前进, 促进, 提出, 提高, 使提前, 预付
a. 前面的, 预先的",v:44/j:2/n:54,4,1,gk cet4 cet6 ky toefl,1880,2296,advance
advantage,advantage,әd'vɑ:ntidʒ,"n. the quality of having a superior or more favorable position
n. (tennis) first point scored after deuce
n. benefit resulting from some event or action
v. give an advantage to","n. 优点, 便利, 好处, 优势
vt. 有助于",v:1/n:99,4,1,zk gk cet4 ky,969,1301,advantage
adventure,adventure,әd'ventʃә,n. a wild and exciting undertaking (not necessarily lawful),"n. 冒险, 冒险经历
v. 冒险",v:1/n:99,2,1,gk cet4 ky toefl,3561,2862,adventure
advertise,advertise,'ædvәtaiz,"v. call attention to
v. make publicity for; try to sell (a product)","vt. 做广告, 通知, 公布
vi. 做广告",v:100,3,1,gk cet4 cet6 ky ielts gre,4085,5124,advertise
advertisement,advertisement,.ædvә'taizmәnt,n a public promotion of some product or service,"n. 广告, 启事, 广告宣传
[法] 广告, 公告, 告示",n:100,2,1,zk gk cet4 ielts,3277,5957,advertisement
advice,advice,әd'vais,n. a proposal for an appropriate course of action,"n. 忠告, 劝告, 意见, 报道, 通知
[经] 通知书, 通知, 建议",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,962,1641,advice
advise,advise,әd'vaiz,v. inform (somebody) of something,"vt. 劝告, 给...出主意, 通知, 建议
vi. 提意见, 商量",v:100,3,1,zk gk cet4 cet6 ky toefl,1728,2552,advise
advocate,advocate,'ædvәkeit,"n. a person who pleads for a cause or propounds an idea
n. a lawyer who pleads cases in court","n. 提倡者, 拥护者
vt. 主张, 提倡",v:37/n:63,3,0,gk cet4 cet6 ky toefl ielts gre,4031,2623,advocate
aeroplane,aeroplane,'єәrәplein,n an aircraft that has a fixed wing and is powered by propellers or jets,"n. 飞机
[机] 飞机",n:100,2,0,gk cet4 cet6 ky,6392,30278,aeroplane
affair,affair,ә'fєә,"n. a usually secretive or illicit sexual relationship
n. a vaguely specified social event","n. 事件, 事务, 恋爱事件",n:100,4,1,gk cet4 cet6 ky toefl,941,1364,affair
affect,affect,ә'fekt,"n. the conscious subjective aspect of feeling or emotion
v. have an effect upon
v. act physically on; have an effect upon
v. have an emotional or cognitive impact upon","vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于
n. 自觉感情",n:7/v:93,4,1,gk cet4 cet6 ky toefl ielts,754,963,affect
affection,affection,ә'fekʃәn,n. a positive feeling of liking,"n. 影响, 病, 喜爱, 情感, 倾向
[医] 疾患, 病变, 病; 感情",n:100,2,1,gk cet4 cet6 ky toefl ielts gre,4103,5137,affection
afford,afford,ә'fɒ:d,"v. be able to spare or give up
v. have the financial means to do something or buy something
v. afford access to","vt. 买得起, 足以, 给予",v:100,3,1,zk gk cet4 cet6 ky toefl ielts,1722,1846,afford
afraid,afraid,ә'freid,"a. filled with fear or apprehension
s. filled with regret or concern; used often to soften an unpleasant statement
s. feeling worry or concern or insecurity
s. having feelings of aversion or unwillingness","a. 害怕的, 恐怕的, 遗憾的",j:100,3,1,zk gk,1562,1400,afraid
Africa,africa,'æfrikә,n. the second largest continent; located to the south of Europe and bordered to the west by the South Atlantic and to the east by the Indian Ocean,n. 非洲,,0,0,gk cet4 ielts,1250,0,africa
African,african,'æfrikәn,"n. a native or inhabitant of Africa
a. of or relating to the nations of Africa or their peoples","n. 非洲人
a. 非洲的, 非洲人的",j:90/n:10,0,0,gk cet4 ielts,2102,1203,african
after,after,'ɑ:ftә,"s. located farther aft
r. behind or in the rear","prep. 在...之后, 由于
conj. 在...之后
adv. 后来",i:68/c:31/r:1,5,1,zk gk,96,120,after
afternoon,afternoon,'ɑ:ftә'nu:n,n. the part of the day between noon and evening,"n. 午后, 下午",n:100,4,1,zk gk,1118,1191,afternoon
afterward,afterward,'ɑ:ftәwәd,r happening at a time subsequent to a reference time,"adv. 然后, 后来",r:95/j:5,0,0,gk cet4 cet6 ky,33038,4195,afterward
again,again,ә'gein,r. anew,"adv. 再一次, 又, 到原处",r:100,5,1,zk gk,156,184,again
against,against,ә'geinst,"prep. Abreast; opposite to; facing; towards; as, against the
   mouth of a river; -- in this sense often preceded by over.
prep. From an opposite direction so as to strike or come in
   contact with; in contact with; upon; as, hail beats against the roof.
prep. In opposition to, whether the opposition is of
   sentiment or of action; on the other side; counter to; in contrariety
   to; hence, adverse to; as, against reason; against law; to run a race
   against time.
prep. By of before the time that; in preparation for; so as
   to be ready for the time when.","prep. 反对, 对着, 倚靠",i:100,5,1,zk gk cet4 ky,155,180,against
age,age,eidʒ,"n. how long something has existed
n. a time of life (usually defined in years) at which some particular qualification or power arises
v. begin to seem older; get older
v. make older","n. 年龄, 老年, 成年, 寿命, 时代, 时期
v. 变老, 成熟",v:7/n:93,5,1,zk gk toefl ielts,363,386,age
agency,agency,'eidʒәnsi,"n. an administrative unit of government
n. a business that serves other businesses
n. the state of being in action or exerting power","n. 代理机构, 经销商, 中介
[化] 办事处",n:100,4,1,gk cet4 ky ielts,1036,694,agency
agenda,agenda,ә'dʒendә,"n. a temporally organized plan for matters to be attended to
n. a list of matters to be taken up (as at a meeting)","pl. 议程, 日常工作事项
[计] 待议事件",n:100,3,0,gk ky toefl ielts gre,3026,2130,agenda
agent,agent,'eidʒәnt,"n. an active and efficient cause; capable of producing a certain effect
n. a representative who acts on behalf of other persons or organizations
n. a substance that exerts some force or effect
n. a businessman who buys or sells for another in exchange for a commission","n. 代理商, 政府代表, 动原, 媒介
[计] 代理程序",n:100,4,1,gk cet4 ky toefl,1214,1020,agent
aggression,aggression,ә'greʃәn,"n. a disposition to behave aggressively
n. a feeling of hostility that arouses thoughts of attack
n. violent action that is hostile and usually unprovoked
n. the act of initiating hostilities","n. 侵犯, 侵略
[医] 攻击",n:100,2,0,gk cet6 toefl gre,4772,4521,aggression
aggressive,aggressive,ә'gresiv,"a. having or showing determination and energetic pursuit of your ends; positive in his convictions""
s. tending to spread quickly
s. characteristic of an enemy or one eager to fight","a. 侵略的, 挑畔的, 进取的
[法] 侵略的, 爱挑衅的, 行为过火的",j:100,3,1,gk cet4 cet6 ky toefl ielts gre,3648,2514,aggressive
ago,ago,ә'gәu,"s. gone by; or in the past
r. in the past",adv. 以前,r:100,5,1,zk gk,504,316,ago
agree,agree,ә'gri:,"v. be in accord; be in agreement
v. consent or assent to a condition, or agree to do something
v. show grammatical agreement
v. be agreeable or suitable","vi. 同意, 赞成, 应允, 适合
vt. 承认, 认定, 同意",v:100,5,1,zk gk,401,514,agree
agreement,agreement,ә'gri:mәnt,"n. the statement (oral or written) of an exchange of promises
n. compatibility of observations
n. harmony of people's opinions or actions or characters
n. the thing arranged or agreed to","n. 同意, 合约, 协议
[经] 契约, 协议, 协定",n:100,4,1,zk gk ielts,623,1059,agreement
agricultural,agricultural,.ægri'kʌltʃәrәl,a. relating to or used in or promoting agriculture or farming,"a. 农业的
[法] 农业的, 耕作的",j:100,3,0,gk,2188,3104,agricultural
agriculture,agriculture,'ægrikʌltʃә,n. the class of people engaged in growing food,"n. 农业
[机] 农业, 农学",n:100,3,0,gk cet4 cet6 ky toefl ielts,2274,4165,agriculture
ahead,ahead,ә'hed,"s. having the leading position or higher score in a contest
r. at or in the front
r. toward the future; forward in time
r. in a forward direction","a. 领先的, 预先的, 向前的
adv. 领先, 预先, 向前, 胜于, 在前面, 在将来",i:24/r:76,4,1,gk,1504,1025,ahead
aid,aid,eid,"n. a resource
n. the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose
n. money to support a worthy person or cause","n. 帮助, 外援, 助手
vt. 援助, 帮助, 有助于
vi. 帮助
[计] 自动内部诊断",v:21/n:79,5,1,gk cet4 cet6 ky,1096,1640,aid
AIDS,aids,eidz,n. a serious (often fatal) disease of the immune system transmitted through blood products especially by sexual contact or contaminated needles,"n. 爱滋病(获得性免疫缺陷综合征)
[计] 高级综合数据系统, 先进交互调试系统, 自动图解文档编制系统
美国决策学学会, 信息自动显示系统, 自动综合调试系统",,4,0,gk ielts,3757,1793,aids
