word,sw,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,word_lower
acknowledge,acknowledge,әk'nɒlidʒ,"v. report the receipt of
v. express obligation, thanks, or gratitude for
v. accept as legally binding and valid
v. accept (someone) to be what is claimed or accept his power and authority","vt. 承认, 告知收悉, 答谢, 报偿
[经] 承认, 答谢, 收到的通知",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,2105,1654,acknowledge
acquaint,acquaint,ә'kweint,v. inform,"vt. 使认识, 介绍",v:100,1,0,cet6 ky toefl ielts gre,9574,9630,acquaint
acquaintance,acquaintance,ә'kweintәns,"n. personal knowledge or information about someone or something
n. a relationship less intimate than friendship
n. a person with whom you are acquainted","n. 认识, 相识者",n:100,2,0,gk cet4 cet6 ky toefl gre,5967,6274,acquaintance
acquire,acquire,ә'kwaiә,"v. locate (a moving entity) by means of a tracking system such as radar
v. win something through one's efforts","vt. 获得, 学到
[电] 目标锁定",v:100,3,1,gk cet4 cet6 ky toefl ielts,1407,2063,acquire
acquisition,acquisition,.ækwi'ziʃәn,"n. the act of contracting or assuming or acquiring possession of something
n. something acquired","n. 获得, 获得物
[经] 收购, 招揽, 取得",n:100,3,0,gk cet4 cet6 ky toefl ielts,2567,3856,acquisition
acquisitive,acquisitive,ә'kwizitiv,a. eager to acquire and possess things especially material possessions or ideas,"a. 渴望获得的, 贪婪的
[法] 取得的, 获得的, 贪得无厌的",j:100,0,0,cet6 toefl gre,23098,28517,acquisitive
action,action,'ækʃәn,"n. something done (usually as opposed to something said)
n. the state of being active
n. the series of events that form a plot
n. the trait of being active and energetic and forceful","n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼
vt. 对...起诉
[计] 方式",n:100,5,1,zk gk cet4 cet6 ky toefl ielts,340,502,action
actually,actually,'æktʃuәli,"r. in actual fact
r. used to imply that one would expect the fact to be the opposite of that stated; surprisingly
r. at the present moment
r. as a sentence modifier to add slight emphasis","adv. 事实上, 竟然, 如今, 现在",r:100,5,1,cet4 cet6 toefl,354,396,actually
acute,acute,ә'kju:t,"a. having or experiencing a rapid onset and short but severe course
s. extremely sharp or intense
s. having or demonstrating ability to recognize or draw fine distinctions
a. of an angle; less than 90 degrees","a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的
[医] 急性的; 尖锐的",j:100,2,0,gk cet4 cet6 ky toefl ielts gre,3249,5255,acute
adapt,adapt,ә'dæpt,"v. make fit for, or change to suit a new purpose","vt. 使适应, 改编
vi. 适应",v:100,2,1,gk cet4 cet6 ky toefl ielts gre,2816,2933,adapt
addict,addict,ә'dikt,"n. someone who is so ardently devoted to something that it resembles an addiction
n. someone who is physiologically dependent on a substance; abrupt deprivation of the substance produces withdrawal symptoms
v. to cause (someone or oneself) to become dependent (on something, especially a narcotic drug)","vt. 使沉溺, 使上瘾
n. 入迷的人, 上瘾者",v:37/n:63,2,0,cet6 ky toefl ielts gre,10019,6091,addict
addition,addition,ә'diʃәn,"n. a component that is added to something to improve it
n. the act of adding one thing to another
n. a quantity that is added
n. a suburban area laid out in streets and lots for a future residential area","n. 加法, 增加的人(或物)
[计] 加法",i:71/n:29,4,1,gk cet4 cet6 ky ielts gre,2841,2048,addition
additional,additional,ә'diʃәnәl,s further or added,"a. 附加的, 另外的, 额外的
[机] 加添的, 附加的",j:100,0,1,cet4 cet6 ky toefl ielts,1310,1319,additional
address,address,ә'dres,"n. (computer science) the code that identifies where a piece of information is stored
n. the place where a person or organization can be found or communicated with
n. the act of delivering a formal spoken communication to an audience
n. the manner of speaking to another individual","n. 住址, 演说, 举止, 灵巧, 求爱
vt. 发表(演说或讲话), 对付, 写地址
[计] 地址, 寻址",n:33/v:67,4,1,zk gk cet4 cet6 ky toefl ielts gre,1522,1028,address
adequate,adequate,'ædikwәt,"a. having the requisite qualities or resources to meet a task
s. sufficient for the purpose
s. about average; acceptable","a. 适当的, 足够的
[法] 胜任的, 适当的, 充分的",j:100,3,1,gk cet4 cet6 ky toefl ielts gre,2398,3297,adequate
adhere,adhere,әd'hiә,"v. be compatible or in accordance with
v. follow through or carry out a plan without deviation
v. be a devoted follower or supporter
v. stick to firmly","vi. 依附, 粘着, 坚持, 追随, 拥护
vt. 使粘附",v:100,2,0,cet4 cet6 ky toefl ielts gre,6380,6516,adhere
adjacent,adjacent,ә'dʒeisәnt,"s. nearest in space or position; immediately adjoining without intervening space
s. having a common boundary or edge; abutting; touching; Massachusetts and Conncecticut""
s. near or close to but not necessarily touching","a. 毗连的, 邻近的, 连接的
[机] 相邻的, 邻位的, 交界的",i:37/j:63,1,0,cet6 ky toefl ielts gre,5391,6649,adjacent
adjoin,adjoin,ә'dʒɒin,v. attach or add,"v. 邻接, 毗连",v:100,1,0,cet6 ky toefl ielts,11337,17562,adjoin
adjust,adjust,ә'dʒʌst,"v. alter or regulate so as to achieve accuracy or conform to a standard
v. adapt or conform oneself to new or different conditions
v. make correspondent or conformable
v. decide how much is to be paid on an insurance claim","vt. 调整, 使适应于, 校准
vi. 适应于, 被调节, 相互熟悉而适应",v:100,3,1,gk cet4 cet6 ky toefl ielts gre,2811,2300,adjust
adjustable,adjustable,ә'dʒʌstәbl,"s. capable of being changed so as to match or fit
s. capable of being regulated","a. 可调节的
[电] 可调整的",j:100,1,0,cet6,10358,10047,adjustable
administration,administration,әd.mini'streiʃәn,"n. a method of tending to or managing the affairs of a some group of people (especially the group's business affairs)
n. the persons (or committees or departments etc.) who make up a body for the purpose of administering something
n. the act of administering medication
n. the act of meting out justice according to the law","n. 行政, 管理, 政府机关
[化] 给药",n:100,4,0,gk cet4 cet6 ky toefl ielts,1383,635,administration
admiration,admiration,.ædmә'reiʃәn,"n. a feeling of delighted approval and liking
n. a favorable judgment","n. 赞赏, 钦佩, 引人赞赏的对象",n:100,0,1,cet6 toefl,5612,6964,admiration
admission,admission,әd'miʃәn,"n. the act of admitting someone to enter
n. an acknowledgment of the truth of something","n. 准许进入, 入场费, 录用, 承认
[经] 加入, 入股",n:100,2,0,gk cet4 cet6 ky toefl ielts gre,2768,3031,admission
adolescent,adolescent,.ædәu'lesәnt,"n. a juvenile between the onset of puberty and maturity
a. relating to or peculiar to or suggestive of an adolescent
s. being of the age 13 through 19
s. displaying or suggesting a lack of maturity","a. 青春期的, 青少年的
n. 青少年",j:34/n:66,2,0,gk cet6 ky toefl gre,8678,3386,adolescent
adopt,adopt,ә'dɒpt,"v. choose and follow; as of theories, ideas, policies, strategies or plans
v. take up and practice as one's own
v. take into one's family","vt. 采用, 正式通过, 收养, 接受
[医] 采取",v:100,4,1,gk cet4 cet6 ky toefl ielts gre,1157,1632,adopt
adoption,adoption,ә'dɒpʃәn,"n. the act of accepting with approval; favorable reception
n. a legal proceeding that creates a parent-child relation between persons not related by blood; the adopted child is entitled to all privileges belonging to a natural child of the adoptive parents (including the right to inherit)","n. 采用, 采纳, 收养
[法] 收养, 采纳, 采用",n:100,0,0,cet6 toefl,4220,3674,adoption
adore,adore,ә'dɒ:,v. love intensely,"vt. 崇拜, 爱慕, 喜爱
vi. 崇拜, 爱慕",v:100,2,0,gk cet6 ky toefl ielts gre,8708,7705,adore
advance,advance,әd'vɑ:ns,"n. an amount paid before it is earned
n. increase in price or value
v. move forward, also in the metaphorical sense
v. bring forward for consideration or acceptance","n. 前进, 进展, 行过的路程
vi. 前进, 进展, 提高, 上涨
vt. 使前进, 促进, 提出, 提高, 使提前, 预付
a. 前面的, 预先的",v:44/j:2/n:54,4,1,gk cet4 cet6 ky toefl,1880,2296,advance
advantageous,advantageous,.ædvәn'teidʒәs,"a. giving an advantage
s. appropriate for achieving a particular end; implies a lack of concern for fairness","a. 有利的, 有益的",j:100,1,0,cet6,10044,14081,advantageous
adverse,adverse,'ædvә:s,"s. contrary to your interests or welfare
s. in an opposing direction","a. 不利的, 敌对的, 相反的, 逆的
[法] 相反的, 敌对的, 逆的",j:100,2,0,cet6 ky toefl ielts gre,5120,6307,adverse
advertise,advertise,'ædvәtaiz,"v. call attention to
v. make publicity for; try to sell (a product)","vt. 做广告, 通知, 公布
vi. 做广告",v:100,3,1,gk cet4 cet6 ky ielts gre,4085,5124,advertise
advice,advice,әd'vais,n. a proposal for an appropriate course of action,"n. 忠告, 劝告, 意见, 报道, 通知
[经] 通知书, 通知, 建议",n:100,4,1,zk gk cet4 cet6 ky toefl ielts,962,1641,advice
advisable,advisable,әd'vaizәbl,a. worthy of being recommended or suggested; prudent or wise,"a. 适当的, 明智的",j:100,1,0,cet4 cet6 ky toefl gre,8630,18573,advisable
advise,advise,әd'vaiz,v. inform (somebody) of something,"vt. 劝告, 给...出主意, 通知, 建议
vi. 提意见, 商量",v:100,3,1,zk gk cet4 cet6 ky toefl,1728,2552,advise
advocate,advocate,'ædvәkeit,"n. a person who pleads for a cause or propounds an idea
n. a lawyer who pleads cases in court","n. 提倡者, 拥护者
vt. 主张, 提倡",v:37/n:63,3,0,gk cet4 cet6 ky toefl ielts gre,4031,2623,advocate
aerial,aerial,'єәriәl,a. existing or living or growing or operating in the air,"a. 空中的, 航空的, 空气的, 空想的
n. 天线",j:8/n:92,1,0,cet6 ky ielts gre,7551,7339,aerial
aeroplane,aeroplane,'єәrәplein,n an aircraft that has a fixed wing and is powered by propellers or jets,"n. 飞机
[机] 飞机",n:100,2,0,gk cet4 cet6 ky,6392,30278,aeroplane
aerospace,aerospace,'єәrәuspeis,n. the atmosphere and outer space considered as a whole,"n. 航天空间, 航天技术",n:100,2,0,cet6,6792,8798,aerospace
aesthetic,aesthetic,i:s'θetik,"n. (philosophy) a philosophical theory as to what is beautiful
a. relating to or dealing with the subject of aesthetics
a. concerning or characterized by an appreciation of beauty or good taste
s. aesthetically pleasing","a. 美学的, 审美的, 有美感的",j:100,2,0,cet6 ky toefl ielts gre,5161,4296,aesthetic
affair,affair,ә'fєә,"n. a usually secretive or illicit sexual relationship
n. a vaguely specified social event","n. 事件, 事务, 恋爱事件",n:100,4,1,gk cet4 cet6 ky toefl,941,1364,affair
affect,affect,ә'fekt,"n. the conscious subjective aspect of feeling or emotion
v. have an effect upon
v. act physically on; have an effect upon
v. have an emotional or cognitive impact upon","vt. 影响, 感动, 假装, 模仿, 爱好, 倾向于
n. 自觉感情",n:7/v:93,4,1,gk cet4 cet6 ky toefl ielts,754,963,affect
affection,affection,ә'fekʃәn,n. a positive feeling of liking,"n. 影响, 病, 喜爱, 情感, 倾向
[医] 疾患, 病变, 病; 感情",n:100,2,1,gk cet4 cet6 ky toefl ielts gre,4103,5137,affection
affective,affective,ә'fektiv,s characterized by emotion,"a. 情感的, 表达感情的
[医] 感情的, 情感的",j:100,0,0,cet6 toefl,16726,8614,affective
affiliate,affiliate,ә'filieit,"n. a subordinate or subsidiary associate; a person who is affiliated with another or with an organization
n. a subsidiary or subordinate organization that is affiliated with another organization
v. join in an affiliation","vt. 使紧密联系, 使附属, 接纳, 收养
vi. 发生联系, 参加",v:36/n:64,2,0,cet6 ky toefl ielts gre,14490,6929,affiliate
affirm,affirm,ә'fә:m,"v. to declare or affirm solemnly and formally as true
v. say yes to","v. 断言, 确认",v:100,2,0,cet6 ky toefl ielts gre,7903,5714,affirm
afflict,afflict,ә'flikt,"v. cause great unhappiness for; distress
v. cause physical pain or suffering in","vt. 使苦恼, 折磨",v:100,0,0,cet6 toefl ielts gre,11138,9633,afflict
affluence,affluence,'æfluәns,n. abundant wealth,"n. 富裕, 丰富, 流注
[医] 丰富, 流入",n:100,0,0,cet6 toefl gre,14390,14739,affluence
afford,afford,ә'fɒ:d,"v. be able to spare or give up
v. have the financial means to do something or buy something
v. afford access to","vt. 买得起, 足以, 给予",v:100,3,1,zk gk cet4 cet6 ky toefl ielts,1722,1846,afford
afterward,afterward,'ɑ:ftәwәd,r happening at a time subsequent to a reference time,"adv. 然后, 后来",r:95/j:5,0,0,gk cet4 cet6 ky,33038,4195,afterward
aggravate,aggravate,'ægrәveit,"v make worse
v exasperate or irritate","vt. 使恶化, 使更严重, 加重",v:100,1,0,cet6 ky toefl ielts gre,9460,9820,aggravate
aggression,aggression,ә'greʃәn,"n. a disposition to behave aggressively
n. a feeling of hostility that arouses thoughts of attack
n. violent action that is hostile and usually unprovoked
n. the act of initiating hostilities","n. 侵犯, 侵略
[医] 攻击",n:100,2,0,gk cet6 toefl gre,4772,4521,aggression
aggressive,aggressive,ә'gresiv,"a. having or showing determination and energetic pursuit of your ends; positive in his convictions""
s. tending to spread quickly
s. characteristic of an enemy or one eager to fight","a. 侵略的, 挑畔的, 进取的
[法] 侵略的, 爱挑衅的, 行为过火的",j:100,3,1,gk cet4 cet6 ky toefl ielts gre,3648,2514,aggressive
agitation,agitation,.ædʒi'teiʃәn,"n. a mental state of extreme emotional disturbance
n. a state of agitation or turbulent change or development
n. the feeling of being agitated; not calm","n. 激动, 焦虑, 煽动, 搅动, 摇动
[化] 搅拌; 搅拌作用",n:100,0,0,cet6 toefl ielts,8673,12905,agitation
agony,agony,'ægәni,"n. intense feelings of suffering; acute mental or physical pain
n. a state of acute pain","n. 极大的痛苦, 挣扎
[医] 濒死苦闷; 剧痛",n:100,2,0,cet4 cet6 ky ielts gre,5575,7577,agony
agreeable,agreeable,ә'griәbl,"a. conforming to your own liking or feelings or nature
s. prepared to agree or consent","a. 令人愉快的, 同意的
[医] 佳适的",j:100,1,0,cet6 ky toefl ielts gre,9587,13667,agreeable
agriculture,agriculture,'ægrikʌltʃә,n. the class of people engaged in growing food,"n. 农业
[机] 农业, 农学",n:100,3,0,gk cet4 cet6 ky toefl ielts,2274,4165,agriculture
aid,aid,eid,"n. a resource
n. the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose
n. money to support a worthy person or cause","n. 帮助, 外援, 助手
vt. 援助, 帮助, 有助于
vi. 帮助
[计] 自动内部诊断",v:21/n:79,5,1,gk cet4 cet6 ky,1096,1640,aid
aim,aim,eim,"n. the goal intended to be attained (and which is believed to be attainable)
n. the action of directing something at an object
v. point or cause to go (blows, weapons, or objects such as photographic equipment) towards
v. propose or intend","n. 目标, 瞄准, 击中目标的能力
vi. 对准目标, 致力, 打算
vt. 瞄准
[计] 医学文摘索引, 存取隔离机构, 高级信息管理程序, 先进接口模块
应用接口模块, 医学人工智能, 相联索引法, 异步接口模块
自动化信息管理, 自动化综合制造, 自动化库存管理",n:31/v:69,4,1,gk cet4 cet6 ky toefl ielts,1261,1931,aim
alas,alas,ә'læs,"n a flat wing-shaped process or winglike part of an organism
n a wing of an insect
r by bad luck",interj. 唉,u:100,1,0,cet6,7025,8520,alas
album,album,'ælbәm,"n. one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
n. a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc","n. 粘贴簿, 唱片套
[医] 白色物",n:100,4,0,gk cet6 ky ielts,2991,2215,album
alert,alert,ә'lә:t,"n. condition of heightened watchfulness or preparation for action
n. a warning serves to make you more alert to danger
a. engaged in or accustomed to close observation
s. quick and energetic","a. 警觉的, 灵敏的, 留心的
n. 警报
vt. 使警觉, 通知, 使意识到",n:17/j:40/v:43,3,0,cet4 cet6 ky toefl gre,4966,5318,alert
algebra,algebra,'ældʒibrә,n. the mathematics of generalized arithmetical operations,n. 代数学,n:100,0,0,gk cet4 cet6 toefl,16477,12790,algebra
alien,alien,'eiljәn,"v. transfer property or ownership
s. not contained in or deriving from the essential nature of something
s. being or from or characteristic of another place or part of the world","n. 外国人, 外侨
a. 外国的, 相异的",j:40/n:60,2,0,cet6 ky toefl ielts,5998,3977,alien
alignment,alignment,ә'lainmәnt,"n. the spatial property possessed by an arrangement or position of things in a straight line or in parallel lines
n. the act of adjusting or aligning the parts of a device in relation to each other","n. 队列, 结盟, 校正
[计] 校准; 对齐; 对准",n:100,1,0,cet6 toefl,8946,7898,alignment
alike,alike,ә'laik,"a. having the same or similar characteristics
r. equally
r. in a like manner","a. 相似的, 同样的
adv. 一样, 以同样的方式",r:84/j:16,2,0,gk cet4 cet6 ky toefl,4989,4389,alike
alive,alive,ә'laiv,"a. possessing life
s. (often followed by `with') full of life and spirit
s. (followed by `to' or `of') aware of
s. capable of erupting","a. 活着的, 活泼的, 敏感的, 热闹的",j:100,3,1,zk gk cet4 cet6 ky,2080,1532,alive
allegation,allegation,.æli'geiʃәn,"n. (law) a formal accusation against somebody (often in a court of law)
n. statements affirming or denying certain matters of fact that you are prepared to prove","n. 断言, 主张, 申辩
[法] 声明, 事实陈述, 断言",n:100,3,0,cet6 toefl,3459,3516,allegation
allege,allege,ә'ledʒ,v. report or maintain,"vt. 宣称, 主张, 提出, 断言
[法] 断言, 指称, 指证",v:100,4,0,cet6 ky toefl ielts gre,3738,5319,allege
allegiance,allegiance,ә'li:dʒәns,n. the loyalty that citizens owe to their country (or subjects to their sovereign),"n. 忠贞, 效忠",n:100,1,0,cet6 toefl ielts gre,6439,7232,allegiance
